receiver_player_name,catch_pct,targets,receptions,pass_touchdown_mean,air_yards_max,air_yards_min,avg_airyds,air_yards_std,yards_after_catch_max,yards_after_catch_min,average_yac,yards_after_catch_std,explosive_yac_pct,mid_yac_pct,short_yac_pct,shortyac_std,screen_pct,screen_std,shortrt_pct,intermediatert_pct,deeprt_pct,deepshots_mean,deepshots_std
J.Richard,0.8372093023255814,43,36.0,0.0,25.0,-6.0,2.4166666666666665,5.084289527554463,32.0,0.0,6.555555555555555,7.940652885875837,0.1111111111111111,0.05555555555555555,0.8333333333333334,0.3779644730092272,0.19444444444444445,0.40138648595974324,0.7777777777777778,0.0,0.027777777777777776,0.0,0.0
J.Ross III,0.5,52,26.0,0.11538461538461539,43.0,-3.0,11.115384615384615,10.296900205700444,50.0,0.0,7.269230769230769,10.569986536633591,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.42966892442365967,0.11538461538461539,0.32581259360842113,0.34615384615384615,0.38461538461538464,0.15384615384615385,0.038461538461538464,0.19611613513818402
J.Samuels,0.8245614035087719,57,47.0,0.02127659574468085,5.0,-7.0,-1.2765957446808511,3.208020706723089,30.0,0.0,7.76595744680851,6.568080806172434,0.0425531914893617,0.2765957446808511,0.6808510638297872,0.4711864293980076,0.574468085106383,0.49976867914561146,0.425531914893617,0.0,0.0,0.0,0.0
J.Smith,0.782608695652174,46,36.0,0.08333333333333333,20.0,-5.0,4.944444444444445,6.952674488258639,62.0,0.0,7.583333333333333,12.065002516132589,0.08333333333333333,0.1111111111111111,0.8055555555555556,0.4013864859597432,0.16666666666666666,0.3779644730092272,0.6111111111111112,0.2222222222222222,0.0,0.0,0.0
J.Smith-Schuster,0.5915492957746479,71,42.0,0.07142857142857142,43.0,-6.0,7.690476190476191,9.620831299303775,65.0,0.0,5.4523809523809526,10.444282788841313,0.023809523809523808,0.11904761904761904,0.8571428571428571,0.3541688016605732,0.19047619047619047,0.3974366179316376,0.5,0.2857142857142857,0.07142857142857142,0.023809523809523808,0.15430334996209188
J.Washington,0.55,80,44.0,0.06818181818181818,44.0,-1.0,12.795454545454545,12.120671455524631,35.0,-1.0,3.909090909090909,5.987654670792198,0.022727272727272728,0.06818181818181818,0.9090909090909091,0.2908033634511526,0.022727272727272728,0.1507556722888818,0.5227272727272727,0.2727272727272727,0.18181818181818182,0.022727272727272728,0.1507556722888818
J.White,0.7578947368421053,95,72.0,0.06944444444444445,28.0,-7.0,1.6944444444444444,5.635998202922796,63.0,-1.0,7.263888888888889,10.34883548671745,0.08333333333333333,0.1388888888888889,0.7777777777777778,0.41865721708183956,0.3333333333333333,0.4747126632775414,0.625,0.027777777777777776,0.027777777777777776,0.0,0.0
J.Williams,0.88,50,44.0,0.11363636363636363,10.0,-6.0,-0.7045454545454546,3.5540971800624273,34.0,0.0,7.795454545454546,6.701542847193441,0.022727272727272728,0.2727272727272727,0.7045454545454546,0.4615215208036402,0.5454545454545454,0.5036862005093147,0.45454545454545453,0.022727272727272728,0.0,0.0,0.0
J.Witten,0.7411764705882353,85,63.0,0.06349206349206349,23.0,-3.0,5.825396825396825,4.6230128513622715,12.0,0.0,2.5714285714285716,2.674336129344794,0.0,0.031746031746031744,0.9682539682539683,0.17673143177130227,0.06349206349206349,0.2458045298026051,0.8095238095238095,0.1746031746031746,0.015873015873015872,0.0,0.0
J.Wright,0.4827586206896552,58,28.0,0.0,22.0,-3.0,7.25,7.188596937228149,15.0,0.0,3.3214285714285716,3.810838066946268,0.0,0.07142857142857142,0.9285714285714286,0.262265264156481,0.10714285714285714,0.314970394174356,0.6071428571428571,0.25,0.07142857142857142,0.0,0.0
K.Allen,0.697986577181208,149,104.0,0.057692307692307696,28.0,-4.0,7.9326923076923075,6.617517827378209,33.0,-2.0,3.5961538461538463,5.635393062279936,0.028846153846153848,0.057692307692307696,0.9134615384615384,0.2825190748118817,0.08653846153846154,0.2825190748118817,0.5576923076923077,0.33653846153846156,0.038461538461538464,0.0,0.0
K.Bourne,0.6521739130434783,46,30.0,0.16666666666666666,23.0,1.0,7.866666666666666,5.37384042557464,27.0,0.0,4.066666666666666,5.304086474910957,0.03333333333333333,0.1,0.8666666666666667,0.3457459036417604,0.0,0.0,0.7666666666666667,0.3,0.03333333333333333,0.0,0.0
K.Drake,0.7142857142857143,70,50.0,0.0,6.0,-7.0,-1.58,3.505622306396118,25.0,0.0,8.48,7.20895135174574,0.12,0.22,0.66,0.4785181206984064,0.6,0.49487165930539356,0.4,0.0,0.0,0.0,0.0
K.Golladay,0.5555555555555556,117,65.0,0.16923076923076924,47.0,-2.0,13.63076923076923,11.436740727215007,35.0,0.0,4.676923076923077,7.897997555369043,0.07692307692307693,0.06153846153846154,0.8615384615384616,0.3480716106691929,0.015384615384615385,0.12403473458920847,0.47692307692307695,0.3076923076923077,0.2153846153846154,0.03076923076923077,0.17403580533459642
K.Harmon,0.6818181818181818,44,30.0,0.0,25.0,-1.0,9.033333333333333,6.546825149660703,19.0,0.0,3.1333333333333333,4.681094282126874,0.0,0.1,0.9,0.30512857662936466,0.03333333333333333,0.18257418583505533,0.6666666666666666,0.26666666666666666,0.1,0.0,0.0
K.Hunt,0.8409090909090909,44,37.0,0.02702702702702703,14.0,-7.0,0.24324324324324326,4.821280405114885,33.0,0.0,7.45945945945946,6.727202632242859,0.05405405405405406,0.24324324324324326,0.7027027027027027,0.4633731916228157,0.4864864864864865,0.5067117097095317,0.4594594594594595,0.05405405405405406,0.0,0.0,0.0
K.Johnson,0.5344827586206896,58,31.0,0.06451612903225806,30.0,-6.0,5.0,6.526867548832287,38.0,0.0,5.129032258064516,8.122979484088626,0.06451612903225806,0.03225806451612903,0.9032258064516129,0.30053715351876426,0.12903225806451613,0.3407771005482389,0.7419354838709677,0.12903225806451613,0.03225806451612903,0.0,0.0
K.Rudolph,0.7959183673469388,49,39.0,0.15384615384615385,18.0,-6.0,4.538461538461538,5.3746292594106775,20.0,0.0,4.871794871794871,5.3418875393563745,0.0,0.1794871794871795,0.8205128205128205,0.3887764119844716,0.15384615384615385,0.36551776819519555,0.717948717948718,0.15384615384615385,0.0,0.0,0.0
K.Smith,0.6956521739130435,46,32.0,0.09375,32.0,-6.0,5.53125,7.539078299958374,16.0,-3.0,3.25,4.26538959382338,0.0,0.0625,0.9375,0.24593468841898236,0.15625,0.3689020326284736,0.71875,0.15625,0.03125,0.0,0.0
K.Stills,0.7272727272727273,55,40.0,0.1,35.0,-4.0,10.425,11.358691464903506,18.0,-3.0,3.6,4.6453726631441725,0.0,0.175,0.825,0.38480764425479264,0.175,0.3848076442547927,0.4,0.3,0.175,0.0,0.0
L.Bell,0.8461538461538461,78,66.0,0.015151515151515152,20.0,-9.0,0.3181818181818182,5.057086698300305,20.0,0.0,6.666666666666667,5.245755304810617,0.0,0.21212121212121213,0.7878787878787878,0.41194292043554975,0.48484848484848486,0.5036000929438492,0.48484848484848486,0.030303030303030304,0.0,0.0,0.0
L.Fitzgerald,0.6944444444444444,108,75.0,0.05333333333333334,45.0,-4.0,6.013333333333334,9.457577161502082,27.0,-1.0,4.706666666666667,5.361961453668855,0.013333333333333334,0.16,0.8266666666666667,0.3810842757517361,0.2,0.4026936331284146,0.5866666666666667,0.14666666666666667,0.08,0.02666666666666667,0.16219218941214866
L.Fournette,0.76,100,76.0,0.0,9.0,-6.0,-0.47368421052631576,3.473609781233451,26.0,-2.0,7.328947368421052,5.983060884184587,0.039473684210526314,0.23684210526315788,0.7236842105263158,0.4501461750891242,0.5263157894736842,0.5026246899500346,0.47368421052631576,0.0,0.0,0.0,0.0
L.Murray,0.7906976744186046,43,34.0,0.029411764705882353,4.0,-7.0,-1.4411764705882353,3.743205371438084,31.0,0.0,8.352941176470589,7.503059387893256,0.11764705882352941,0.23529411764705882,0.6470588235294118,0.48507125007266594,0.5294117647058824,0.5066403971048989,0.47058823529411764,0.0,0.0,0.0,0.0
M.Andrews,0.6530612244897959,98,64.0,0.15625,33.0,-5.0,8.765625,7.6754446383792905,41.0,-1.0,4.546875,7.16235681593218,0.03125,0.109375,0.859375,0.35038244411336755,0.046875,0.21304202581158665,0.640625,0.28125,0.0625,0.0,0.0
M.Brown,0.6233766233766234,77,48.0,0.14583333333333334,43.0,-8.0,7.645833333333333,11.55834336825307,43.0,0.0,4.854166666666667,9.062406761564874,0.0625,0.041666666666666664,0.8958333333333334,0.3087092781885836,0.20833333333333334,0.4104140790860576,0.5625,0.16666666666666666,0.10416666666666667,0.041666666666666664,0.20194093652345887
M.Evans,0.5677966101694916,118,67.0,0.11940298507462686,46.0,-1.0,13.447761194029852,10.8044373349067,30.0,-1.0,3.8208955223880596,5.974504856203384,0.04477611940298507,0.07462686567164178,0.8805970149253731,0.32670940009765015,0.029850746268656716,0.1714597977202911,0.3582089552238806,0.4925373134328358,0.13432835820895522,0.04477611940298507,0.2083729044282493
M.Gallup,0.584070796460177,113,66.0,0.09090909090909091,41.0,-2.0,11.727272727272727,8.19483036769186,48.0,0.0,5.045454545454546,8.092602164335634,0.045454545454545456,0.10606060606060606,0.8484848484848485,0.36129784186475644,0.030303030303030304,0.17273340683501218,0.5454545454545454,0.3787878787878788,0.10606060606060606,0.015151515151515152,0.12309149097933274
M.Gesicki,0.5730337078651685,89,51.0,0.09803921568627451,29.0,-9.0,7.666666666666667,7.431464638055318,17.0,-2.0,3.5098039215686274,4.369771385414151,0.0,0.11764705882352941,0.8823529411764706,0.32539568672798425,0.058823529411764705,0.23763541031440183,0.6078431372549019,0.27450980392156865,0.0784313725490196,0.0,0.0
M.Gordon,0.7636363636363637,55,42.0,0.023809523809523808,7.0,-5.0,-0.35714285714285715,3.377265660996738,24.0,0.0,7.404761904761905,6.465893723936782,0.07142857142857142,0.2619047619047619,0.6666666666666666,0.47711872361369784,0.42857142857142855,0.5008703226778094,0.5714285714285714,0.0,0.0,0.0,0.0
M.Jones,0.7611940298507462,67,51.0,0.1568627450980392,45.0,-2.0,11.03921568627451,8.962055086449146,11.0,-1.0,1.803921568627451,2.6982928517352387,0.0,0.0196078431372549,0.9803921568627451,0.14002800840280097,0.0392156862745098,0.19603921176392136,0.49019607843137253,0.37254901960784315,0.11764705882352941,0.0196078431372549,0.14002800840280097
M.Sanders,0.7936507936507936,63,50.0,0.06,38.0,-8.0,1.78,9.09875524117313,29.0,-1.0,8.4,8.590455073355947,0.14,0.2,0.66,0.4785181206984065,0.42,0.49856938190328987,0.46,0.06,0.06,0.0,0.0
